pool_address,block_number,block_time,tx_hash,qty0,qty1
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.3919306e+07,2023-02-12 18:58:27.000 UTC,0x278a7f4d62e8036bfd8d2bedd4e91ff8670997d5be6cd5915ce7cfce8342ccbf,3934515604260174246,9741338
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3924617e+07,2023-02-12 19:47:40.000 UTC,0x66e19d28e283d8eab0ca62fbfc6a4e0b8113fd20ae0275414228916e9dd1c895,980868107969135,1672634
0x58de6a101b30926144bf6832287713dd60f481d3,7.3925667e+07,2023-02-12 19:59:56.000 UTC,0xfffaf49e42b1ee67b5be8c4613e5372a926f9c53be1ee47a6d9ec2fe7246aafe,1433263345481376,11137
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3925702e+07,2023-02-12 20:00:11.000 UTC,0x11489d806e82d6ba02f0cdf1cabc22680d6214929462818224f4644d938b0213,470997269224211,521713931762997
0x9ee23e9ea484d1206dfe2707ac24861cc32111a3,7.3925701e+07,2023-02-12 20:00:11.000 UTC,0xb696a91eb3ddfcd89a812a869443c5df1a80a9a7176d6017781951a2a9ecc392,8495260,8564961246720505529
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.392853e+07,2023-02-12 20:35:16.000 UTC,0x44acc4ad0a7f3ac5e1ece2da5dd503a92748078947a5fabc9f1a090b67073b4a,427674560131345,729026
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3931883e+07,2023-02-12 21:11:01.000 UTC,0x1c96617636450e180499db0318c02f346fe95ec2cebc9071d830a0dc376d5088,364718345664469,620390
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3933239e+07,2023-02-12 21:23:59.000 UTC,0xf268798c5b4a0d950927405edd7437486215a5ba1bcbf81e5b0a35c675afb6b8,21284345195828545,36176631
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3933982e+07,2023-02-12 21:28:17.000 UTC,0x76812ed42800fd7d47d75565a8382a83706c4097c62d229e71372a5e1d7c119d,579735501766916,982321
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.3934769e+07,2023-02-12 21:32:40.000 UTC,0xb2693bcf2665c3767858af22669e6e85ab9133262cd47e4427395724d9533544,2652099412826838295,6403372
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3945939e+07,2023-02-12 22:17:14.000 UTC,0x8cba345acaa13981aa762965e9cc3b970142af784db03ecc98d507273cc3c1b1,183487091597071981,305073751
0x9ee23e9ea484d1206dfe2707ac24861cc32111a3,7.3948082e+07,2023-02-12 22:29:57.000 UTC,0x3413daf3753a07c333e1c9255178394cb9ee37c683c4781b5cbd86c2ffe0ed32,7345918,7405781215728621824
0x9ee23e9ea484d1206dfe2707ac24861cc32111a3,7.3949063e+07,2023-02-12 22:38:23.000 UTC,0x879fa1b468356e0be2c939d4c7a7e65337b6e11a5bbd7da379f7483497ea6f33,11135859,11226606621555519532
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3951873e+07,2023-02-12 23:03:14.000 UTC,0x48850d963d5fdc65f78a51ec1b87e56cbee5c494fa0a2a13e581c7e235db29cd,705573904071478,1184306
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3954361e+07,2023-02-12 23:27:42.000 UTC,0x0e9e10531b8c50387605eba98127d5006e4671ce57ec6b601563f4897ae02f23,508340448862068,851097
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3955891e+07,2023-02-12 23:41:47.000 UTC,0x80faebd35809f4b5b1474f60d7c52f6640cc1618645264516b0632a6ff7dc3d2,366877861211511,615256
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3955891e+07,2023-02-12 23:41:47.000 UTC,0x80faebd35809f4b5b1474f60d7c52f6640cc1618645264516b0632a6ff7dc3d2,0,0
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3958147e+07,2023-02-13 00:08:50.000 UTC,0x71851b55a12013d2914d346171ea5d2c31aedf2ce9653bcab95cd3b4bf8170e9,932927983519984,1566335
0x64cfb034b5f0366329df47bf110fa1409278f3b4,7.3958386e+07,2023-02-13 00:11:25.000 UTC,0x29688fd96aff67c3a9f4e9ed744435cef3098f56c2502f8b983db4c42d44527e,18994652,18998881696842220673
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3959326e+07,2023-02-13 00:19:15.000 UTC,0x7e98f154d8e9f8e5ec1a912f3a449e7e9cc535df124f72a564a60474a3e5b35f,394451560309538,661091
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3959987e+07,2023-02-13 00:24:40.000 UTC,0x3b411c1b6aa30c55cecb8e1356c17561b2a65ef53d295ff2ef7db95ff515990e,0,0
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3959987e+07,2023-02-13 00:24:40.000 UTC,0x3b411c1b6aa30c55cecb8e1356c17561b2a65ef53d295ff2ef7db95ff515990e,18166589578056,30447
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3961885e+07,2023-02-13 00:38:08.000 UTC,0xaa39c9a4225dfd6d6e3e2a395284cb0832c71989de89869539485885da5cb204,492699997300015,822811
0x5047a457901c03afe24da1ccbfde1c767dcd071f,7.3969742e+07,2023-02-13 01:28:39.000 UTC,0x668a81c287cb1ceb4f9a508a560fdec4d00dfafcd5192cb7bd6c8f959c63a9bf,898514075469882629,708083718583177521
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3969989e+07,2023-02-13 01:30:25.000 UTC,0x232ab1168e93d7fc1bce3384384daa4bd9f9d0a8442c0c5ec772a1265b144f2f,404354542612986,675852
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.3972301e+07,2023-02-13 01:43:40.000 UTC,0x81c0bb14857d79776a36d0ecbd77a6e3f17fc46710f9197aa9a7812a3de820c9,40592558905375824164,92411719
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3973118e+07,2023-02-13 01:50:13.000 UTC,0xc294e8725114f4bffc9dc40912b5660de7651b100cbf8d53b549a320d5316526,493263442636346,824606
0xb740344fed5a220248c8d8ef660552af654d69ac,7.3973371e+07,2023-02-13 01:53:00.000 UTC,0xc8960ac380b59e5c08b25af2b2c0783a8aac1bf32f4ad4bc6428f2fcdff30dd9,17792702686312364,26895759
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3977928e+07,2023-02-13 02:24:29.000 UTC,0xa2f9b8e83bde6e12d1742a329ef6406186725a26bb4cf6835050852090db9319,477429146469801,796084
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3986454e+07,2023-02-13 03:21:56.000 UTC,0x4656812b4ae63d82990762da7d8258371abb032940f21de9da6848f2759bebdb,340234865406567,569826
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3986878e+07,2023-02-13 03:22:41.000 UTC,0x0ce570498f8c4806185127d59ba73ecb0a541fdbaf2c812fd44cf5ad61587615,22234753576057,37361
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3986878e+07,2023-02-13 03:22:41.000 UTC,0x0ce570498f8c4806185127d59ba73ecb0a541fdbaf2c812fd44cf5ad61587615,0,0
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.399349e+07,2023-02-13 04:01:55.000 UTC,0xb9549a305b6fed8124bdfb932e42a1e7acb508f5e5bd41056098748f61dabca0,144610016154873,242926
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.399627e+07,2023-02-13 04:22:02.000 UTC,0x9465982e73247f0ad6e74e2f969bb42af3a9a5a457ac235c3c57008bb3081f43,790155320678063,1330415
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.3998555e+07,2023-02-13 04:39:49.000 UTC,0xe3a2fd19ead372a21f0de9c9263013430dc86854e1d67a62164435e69944ae0d,1278280616778943731,2898547
0x28bc0a25dc9581cfd9920ad0d273c006270e00fa,7.4000205e+07,2023-02-13 04:55:33.000 UTC,0x57267211e7be4e5ca789439c852d65cfb3e98b1dc9a89ea622edc565565a5e5e,2294845239554130,4506534732040078711
0xdcc97c90dce69407ebfc20a79f75bae4640f7565,7.4002692e+07,2023-02-13 05:22:55.000 UTC,0x5a67ce429fbc857937388a53dd6685dea6d7e802cbf11f3a7cbd66769dbfc0b8,1468504985922813518,4453476499361336236
0x32d84fe7ec28e18db25dea34eb88f6e6002cc6f6,7.4010762e+07,2023-02-13 06:27:39.000 UTC,0x39d58450dfef776473113a63ccabc9cd4a26617aa449b4c3e2f9739a907f25c3,140821,140751582402853584
0xda74db17023750d02b83be2559a4eaa013b65c54,7.4012701e+07,2023-02-13 06:42:48.000 UTC,0x50b87626f1082d2a83e37e00412092498ade4785ddfaa6450e57989832c25df9,10219885263176244,11320369882045652
0x9ee23e9ea484d1206dfe2707ac24861cc32111a3,7.4014715e+07,2023-02-13 06:58:49.000 UTC,0x8e74c2762d8693e6af85a83275aab6056a740b178d8a92bc5afc2fc8bad64db9,2458641,2478910707449094063
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.4017755e+07,2023-02-13 07:20:00.000 UTC,0x1f1cba7147e9088f264ef83f52d7767be7cfc864930a9cafcf2fc495fb3d3092,1619929292328066,2730069
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.4019427e+07,2023-02-13 07:29:38.000 UTC,0x6f881cb65f45337a11a81c6d47ea7a8f5c4a3b9ef4482bf3d9ae8dcc52649733,37952643117274721299,85980569
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.4019464e+07,2023-02-13 07:29:53.000 UTC,0xd856b0539b4e7cbec782df7b3fa5150718f75e7b5de47c6172aaa664a524eaeb,164668471857131885160,373051461
0xe159ce9220613f539d2d9f2b4a47224f418a43aa,7.4019539e+07,2023-02-13 07:30:38.000 UTC,0x5384f73bac2d312d99803bdf87024b0a5ef1b39f90b8340574d074753ae976eb,54784242300777232,36808814944663779216
0xdbaf3a3e610ee2dfadd2b02fc0f46633da8d8853,7.4019579e+07,2023-02-13 07:30:54.000 UTC,0x4d388e46fd65a694bf83e132659d07a00353c9f4512b664fc0d004d6e8a027fa,6496942864160976080,19134476312995064972
0xe159ce9220613f539d2d9f2b4a47224f418a43aa,7.4020514e+07,2023-02-13 07:38:18.000 UTC,0x93877db0bea20f27adac161f54cf429c706a1415e18188505dd0dd4e62be99ce,544477246353509,365771879523900445
0x28bc0a25dc9581cfd9920ad0d273c006270e00fa,7.4022453e+07,2023-02-13 07:49:07.000 UTC,0x1b245d908c5aff29b59d65e384b9fe70d3d4a3faf6998e1b348052659aa4699b,53583901445016765,105227671016693342583
0x28bc0a25dc9581cfd9920ad0d273c006270e00fa,7.4022525e+07,2023-02-13 07:49:22.000 UTC,0x02f134c101444de538e0ed321eca96807c8321e15fc74eff72be1b8ab18b1fc8,3976691511280098,7809397501845684880
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.4022597e+07,2023-02-13 07:49:37.000 UTC,0x7194a7f6ddabac70bf8bf5a369a05f6c4422fc1f3d0732d6f6e0c2c3dff52eb4,650297428628605,1095995
0x28bc0a25dc9581cfd9920ad0d273c006270e00fa,7.4022737e+07,2023-02-13 07:50:22.000 UTC,0x097a3b81ff2e34bc45957b92472e814ffff19f28a59ea3fc27b95d125e2da9c6,8061857557529964,15831816496558961541
0xdcc97c90dce69407ebfc20a79f75bae4640f7565,7.4022785e+07,2023-02-13 07:50:37.000 UTC,0x2cabe27a262e4cba86a6b393d438a814940a89331d91905889c6ecb3c5ece48b,10340368213691732797,31429458782723028888
0xdcc97c90dce69407ebfc20a79f75bae4640f7565,7.4022832e+07,2023-02-13 07:50:52.000 UTC,0x239127f6cb903969615ffe2eb03ebc5dc8f8bad0825d9667712e3b818015156d,33863987081168641170,102929292670349452808
0x64cfb034b5f0366329df47bf110fa1409278f3b4,7.4024024e+07,2023-02-13 07:58:25.000 UTC,0xfdc74c601be09fdfdbe83b336c416bd713cd44c5efcf1cb574a1a061eaec64dd,2563949,2564506694907799854
0x427464d9434f99a3d942c60210ee2376166975ce,7.4024066e+07,2023-02-13 07:58:40.000 UTC,0xb4fa053f00a99b41e2f4ad1a78ce8f23bbe58685ffd87730f9e38df4f8c9a4a0,632800,632850524878810964
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.4024906e+07,2023-02-13 08:02:25.000 UTC,0xa86e444836c5f056ce368691702f3374ec8d262e6d8fda7d488d94e53aa6234c,702385514834951,1182749
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.4030668e+07,2023-02-13 08:29:16.000 UTC,0x7bec369f38173e1302ed0fcc9247fea9443167b2d545fbba272fe5107915939c,8434186781006286665,18843995
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.4032939e+07,2023-02-13 08:40:18.000 UTC,0xf8ae9c9bd694d91f5c7d412c2bfc2e9e43504dedb68c67569cef2e29eba593c7,417426602809195,699405
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.4039878e+07,2023-02-13 09:08:13.000 UTC,0xfa1992ec7013643a4b8c8f45d99ec4c2587007534175674f11ec6f012e1b9ecf,724125450301492,1208798
0x58de6a101b30926144bf6832287713dd60f481d3,7.405047e+07,2023-02-13 09:33:00.000 UTC,0xcb82cc65c2f76aa0774a402b882d5d003987cbb58b8677602dabfd3dee1af9bf,358475479331469,2748
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.4052341e+07,2023-02-13 09:38:45.000 UTC,0x8eda9049f3db08b30f86c95c8a45c3e9964f70484453c20f10a8f08f939009ec,42339474308197248644,90977270
